no,CANT,NOM_CO,NOM_CI,H,DB,DN,DC,COB,BIO,C
1509,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.06,6.17,8.86,1.73,2.351,25.345,12.672
1510,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.43,6.17,3.66,2.1,3.464,4.089,2.044
1511,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.61,5.26,5.54,2.02,3.205,9.618,4.809
1512,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.34,10.15,3.25,1.93,2.926,3.2,1.6
1513,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.54,9.65,7.44,1.93,2.926,17.675,8.837
1514,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.14,8.32,8.51,1.73,2.351,23.322,11.661
1515,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.26,10.91,4.68,1.77,2.461,6.791,3.395
1516,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.34,10.64,8.15,2.04,3.269,21.332,10.666
1517,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.94,9.1,4.75,1.75,2.405,7.002,3.501
1518,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.81,11.08,8.46,1.89,2.806,23.04,11.52
1519,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.3,6.44,7.52,1.77,2.461,18.069,9.035
1520,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.78,5.78,7.83,1.92,2.895,19.64,9.82
1521,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.31,6.89,3.11,1.78,2.488,2.922,1.461
1522,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.47,5.4,8.78,2.08,3.398,24.875,12.437
1523,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.23,8.72,7.36,1.87,2.746,17.285,8.642
1524,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.23,11.56,4.83,1.88,2.776,7.247,3.624
1525,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.66,5.28,7.98,2.03,3.237,20.424,10.212
1526,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.14,5.85,4.69,1.99,3.11,6.821,3.41
1527,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.32,8.17,8.24,1.71,2.297,21.821,10.911
1528,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.72,11.54,3.68,1.73,2.351,4.135,2.068
1529,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.34,7.21,7.22,2.08,3.398,16.613,8.307
1530,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.17,8.55,6.24,1.81,2.573,12.295,6.147
1531,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.64,5.29,3.58,1.79,2.517,3.907,1.953
1532,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.93,6.04,4.45,1.92,2.895,6.12,3.06
1533,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.16,11.91,3.07,1.75,2.405,2.845,1.422
1534,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.83,11.76,5.81,1.78,2.488,10.611,5.305
1535,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2,5.03,4.81,2.06,3.333,7.186,3.593
1536,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.02,11.66,6.59,1.99,3.11,13.76,6.88
1537,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.83,9.47,4.78,1.67,2.19,7.093,3.547
1538,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.77,11.08,4.8,2.08,3.398,7.155,3.577
1539,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.1,8.18,7.46,1.97,3.048,17.773,8.886
1540,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.87,8.61,3.29,1.76,2.433,3.282,1.641
1541,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.82,8.42,8.42,2.04,3.269,22.816,11.408
1542,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.2,9.67,8.11,1.94,2.956,21.117,10.558
1543,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.38,5.98,7.01,1.74,2.378,15.631,7.816
1544,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.82,5.21,6.56,1.77,2.461,13.631,6.816
1545,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.71,7.16,8.35,1.89,2.806,22.426,11.213
1546,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.87,9.93,4.11,1.67,2.19,5.194,2.597
1547,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.69,6.41,3.47,2.07,3.365,3.663,1.831
1548,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.14,9.71,4.44,1.92,2.895,6.092,3.046
1549,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.48,11.79,7.77,1.88,2.776,19.331,9.665
1550,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.59,5.66,3.21,1.7,2.27,3.119,1.56
1551,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.31,9.71,6.5,1.67,2.19,13.375,6.688
1552,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.35,8.11,8.97,2.08,3.398,25.998,12.999
1553,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.23,11.08,8.13,1.92,2.895,21.224,10.612
1554,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.48,6.24,6.13,1.72,2.324,11.852,5.926
1555,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.34,9.85,3.38,1.95,2.986,3.47,1.735
1556,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.31,10.87,7.99,1.92,2.895,20.477,10.238
1557,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.49,11.61,6.59,1.89,2.806,13.76,6.88
1558,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.88,9.78,3.69,2.07,3.365,4.158,2.079
1559,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.53,8.48,3.56,2.06,3.333,3.862,1.931
1560,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.41,9.32,8.46,2.03,3.237,23.04,11.52
1561,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.87,11.08,7.02,1.87,2.746,15.678,7.839
1562,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.75,8.99,7.98,1.78,2.488,20.424,10.212
1563,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.37,5.21,8.27,2.06,3.333,21.985,10.993
1564,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.42,11.52,6.43,2.02,3.205,13.08,6.54
1565,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.87,9.83,6.1,1.81,2.573,11.732,5.866
1566,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.29,9.74,5.58,1.92,2.895,9.762,4.881
1567,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.82,6.51,4.9,1.73,2.351,7.466,3.733
1568,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.34,9.61,5.61,1.67,2.19,9.871,4.935
1569,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.31,7.76,7.64,2.1,3.464,18.669,9.335
1570,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.84,9.56,6.61,2.01,3.173,13.847,6.923
1571,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.2,5.75,8.36,2.08,3.398,22.482,11.241
1572,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.49,9.6,5.66,1.94,2.956,10.053,5.027
1573,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.29,12,6.64,2.03,3.237,13.977,6.988
1574,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.05,5.34,6.79,2.01,3.173,14.636,7.318
1575,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.42,11.84,6.55,1.98,3.079,13.589,6.794
1576,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.93,7.85,7.22,2.09,3.431,16.613,8.307
1577,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.37,11.1,4.42,2.06,3.333,6.035,3.018
1578,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.84,10.48,6.07,1.73,2.351,11.614,5.807
1579,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.16,8.97,3.63,1.7,2.27,4.02,2.01
1580,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.44,10.17,5.31,2.01,3.173,8.812,4.406
1581,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.15,11.15,5.93,2.04,3.269,11.068,5.534
1582,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.59,7.83,6.91,2.06,3.333,15.175,7.587
1583,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.12,7.29,8.7,2.08,3.398,24.409,12.205
1584,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.23,9.67,6.6,1.7,2.27,13.804,6.902
1585,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.19,10.65,7.46,1.77,2.461,17.773,8.886
1586,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.26,10.34,6.04,1.76,2.433,11.496,5.748
1587,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.12,10.58,6.8,1.86,2.717,14.681,7.34
1588,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.21,8.05,3.43,1.75,2.405,3.576,1.788
1589,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.5,10.72,4.53,2,3.142,6.349,3.175
1590,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.74,5.84,5.17,1.87,2.746,8.34,4.17
1591,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.86,8.81,5.83,2.03,3.237,10.686,5.343
1592,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.53,5.04,3.27,1.79,2.517,3.241,1.62
1593,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.85,7.27,3.84,1.95,2.986,4.515,2.257
1594,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.76,7.57,4.66,1.9,2.835,6.731,3.365
1595,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.23,7.77,8.83,1.86,2.717,25.168,12.584
1596,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.87,9.87,4.99,1.7,2.27,7.752,3.876
1597,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.12,7.72,5.89,2.04,3.269,10.914,5.457
1598,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.21,8.14,4.18,1.81,2.573,5.378,2.689
1599,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.18,6.66,6.66,1.68,2.217,14.064,7.032
1600,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.61,7.61,4.68,1.95,2.986,6.791,3.395
1601,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.51,6.59,4.24,1.72,2.324,5.539,2.769
1602,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.31,5.51,6.1,1.68,2.217,11.732,5.866
1603,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.7,9.22,3.03,1.87,2.746,2.769,1.384
1604,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.72,9.68,3.05,1.89,2.806,2.807,1.403
1605,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.41,9.34,4.31,2.01,3.173,5.729,2.865
1606,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.95,8.24,3.22,1.72,2.324,3.139,1.57
1607,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.03,7.66,3.65,2,3.142,4.066,2.033
1608,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.14,11.04,5.03,1.94,2.956,7.88,3.94
1609,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.31,8.63,7.82,1.84,2.659,19.588,9.794
1610,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.03,8.35,6.43,1.69,2.243,13.08,6.54
1611,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.44,5.18,6.08,1.9,2.835,11.653,5.827
1612,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.54,7.39,4.76,1.81,2.573,7.032,3.516
1613,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.18,7.66,8.59,1.99,3.11,23.777,11.888
1614,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.38,7.79,5.38,1.87,2.746,9.054,4.527
1615,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.6,9.06,3.52,1.97,3.048,3.773,1.886
1616,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.38,8.74,6.7,1.91,2.865,14.239,7.119
1617,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.44,9.26,3.68,1.7,2.27,4.135,2.068
1618,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.17,10.35,5.07,2.04,3.269,8.01,4.005
1619,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.36,10.69,6.04,1.89,2.806,11.496,5.748
1620,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.81,10.03,8.25,2.08,3.398,21.876,10.938
1621,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.38,11.69,5.96,1.79,2.517,11.184,5.592
1622,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.32,5.13,7.21,1.95,2.986,16.566,8.283
1623,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.1,6.37,8.96,1.81,2.573,25.939,12.969
1624,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.91,5.05,3.79,2.03,3.237,4.394,2.197
1625,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.37,9.53,4.65,2.02,3.205,6.701,3.351
1626,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.48,11.29,5.37,1.74,2.378,9.019,4.51
1627,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.05,6.7,5.53,2,3.142,9.582,4.791
1628,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.59,11.49,5.47,2.1,3.464,9.369,4.685
1629,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.11,5.42,8.45,1.84,2.659,22.984,11.492
1630,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.04,11.54,7.28,1.97,3.048,16.899,8.45
1631,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.19,7.46,6.65,1.89,2.806,14.02,7.01
1632,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.72,5.71,4.86,1.84,2.659,7.341,3.67
1633,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.12,8.4,7.94,1.91,2.865,20.213,10.107
1634,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.49,6.8,8.73,1.89,2.806,24.584,12.292
1635,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.18,6.99,7.93,1.83,2.63,20.161,10.08
1636,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.3,7.15,3.15,1.86,2.717,3,1.5
1637,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.95,10.62,6.82,1.86,2.717,14.77,7.385
1638,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.39,8.77,3.31,1.78,2.488,3.323,1.661
1639,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.1,7.18,4.55,1.79,2.517,6.407,3.204
1640,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.53,9.27,3.36,2.03,3.237,3.427,1.714
1641,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.36,10.01,6.62,1.74,2.378,13.89,6.945
1642,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.8,6.91,7.12,1.9,2.835,16.142,8.071
1643,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.76,7.89,3.69,1.92,2.895,4.158,2.079
1644,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.19,5.85,5.3,1.89,2.806,8.778,4.389
1645,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.67,6.27,5.74,1.88,2.776,10.348,5.174
1646,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.73,9.77,5.21,1.97,3.048,8.473,4.237
1647,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.51,6.27,3.73,2.03,3.237,4.252,2.126
1648,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.4,8.68,5.51,2.05,3.301,9.511,4.756
1649,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.84,9.96,7.51,1.9,2.835,18.02,9.01
1650,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.09,5.75,3.43,1.71,2.297,3.576,1.788
1651,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.8,8.97,3.48,1.92,2.895,3.685,1.842
1652,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.79,6.8,5.13,1.74,2.378,8.207,4.104
1653,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.96,11.74,8.65,2.07,3.365,24.121,12.06
1654,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.34,8.38,7.01,1.68,2.217,15.631,7.816
1655,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.03,10.64,7.07,2.08,3.398,15.909,7.954
1656,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.17,8.85,5.17,1.74,2.378,8.34,4.17
1657,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.13,5.3,6.56,1.78,2.488,13.631,6.816
1658,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.19,9.43,3.06,1.94,2.956,2.826,1.413
1659,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.22,11.66,6.82,1.98,3.079,14.77,7.385
1660,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.86,9.21,8.48,1.79,2.517,23.153,11.576
1661,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.88,10.73,6.68,2.06,3.333,14.151,7.075
1662,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.86,11.19,8.24,1.97,3.048,21.821,10.911
1663,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.67,6.6,7.34,1.74,2.378,17.188,8.594
1664,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.32,6.48,3.72,2.07,3.365,4.228,2.114
1665,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.2,9.28,8.41,1.72,2.324,22.76,11.38
1666,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.94,7.88,3.4,2.06,3.333,3.512,1.756
1667,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.39,10.88,6.2,1.91,2.865,12.133,6.066
1668,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.75,11.3,3.85,1.78,2.488,4.539,2.269
1669,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.24,7.47,3.07,2.05,3.301,2.845,1.422
1670,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.18,6.66,5.53,1.98,3.079,9.582,4.791
1671,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.38,10.46,4.77,1.94,2.956,7.063,3.531
1672,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.01,6.92,5.92,2.02,3.205,11.029,5.515
1673,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.02,10.76,6.46,1.81,2.573,13.206,6.603
1674,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.21,7.97,3.26,1.9,2.835,3.22,1.61
1675,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.11,9.67,3.74,1.76,2.433,4.275,2.138
1676,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.55,5.67,6.35,2.06,3.333,12.746,6.373
1677,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.85,9.37,5.06,1.97,3.048,7.978,3.989
1678,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.62,8.16,7.38,1.74,2.378,17.382,8.691
1679,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.45,9.11,6.91,2.01,3.173,15.175,7.587
1680,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.44,6.18,8.07,1.97,3.048,20.902,10.451
1681,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.13,10.16,7.15,2.07,3.365,16.283,8.141
1682,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.13,11.04,5.58,1.73,2.351,9.762,4.881
1683,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.36,6.52,7.04,1.93,2.926,15.77,7.885
1684,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.32,5.67,4.65,1.77,2.461,6.701,3.351
1685,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.87,5.17,4.84,1.87,2.746,7.278,3.639
1686,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.14,9.49,7.73,1.73,2.351,19.126,9.563
1687,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.47,9.25,5.68,1.75,2.405,10.126,5.063
1688,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.3,8.83,7.79,1.83,2.63,19.433,9.717
1689,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.12,6.62,7.93,1.74,2.378,20.161,10.08
1690,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.24,7.74,8.15,1.97,3.048,21.332,10.666
1691,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.43,9.16,8.5,2.08,3.398,23.266,11.633
1692,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.19,8.48,5.59,1.72,2.324,9.798,4.899
1693,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.25,11.91,4.91,1.83,2.63,7.497,3.749
1694,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.25,5.96,6.49,1.99,3.11,13.333,6.666
1695,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.23,9.87,5.23,1.76,2.433,8.541,4.27
1696,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.74,7.83,6.61,2.01,3.173,13.847,6.923
1697,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.28,8,7.23,2.02,3.205,16.661,8.33
1698,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.3,10.02,7.13,1.94,2.956,16.189,8.094
1699,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.17,9.85,5.25,1.96,3.017,8.608,4.304
1700,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.35,11.94,4,1.81,2.573,4.911,2.456
1701,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.1,5.9,5.58,2.09,3.431,9.762,4.881
1702,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.17,5.73,3.86,1.76,2.433,4.563,2.282
1703,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.09,10.07,8.34,1.91,2.865,22.371,11.186
1704,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.08,9.05,5.08,2.04,3.269,8.043,4.021
1705,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.14,6.92,3.93,1.86,2.717,4.736,2.368
1706,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,1.76,5.56,3.15,1.93,2.926,3,1.5
1707,1,Café mundo novo ,Coffea arabica L. cv. Mundo Novo,2.25,5.6,6.87,2.06,3.333,14.994,7.497
1708,1,Cedro rojo,Cedrela odorata L.,4.34,11.26,6.82,2.86,6.424,2.254,1.127
1709,1,Cedro rojo,Cedrela odorata L.,5.06,8.42,6.94,4.97,19.4,2.391,1.196
1710,1,Cedro rojo,Cedrela odorata L.,5.93,8.64,7.56,4.54,16.188,3.194,1.597
1711,1,Cedro rojo,Cedrela odorata L.,5.6,9.46,7.64,3.4,9.079,3.31,1.655
1712,1,Cedro rojo,Cedrela odorata L.,5.4,8,6.55,3.01,7.116,1.966,0.983
1713,1,Cedro rojo,Cedrela odorata L.,4.73,8.79,8.91,4.63,16.837,5.568,2.784
1714,1,Cedro rojo,Cedrela odorata L.,4.73,8.98,8.33,4.41,15.275,4.434,2.217
1715,1,Cedro rojo,Cedrela odorata L.,10.23,26.59,22.16,4.63,16.837,121.372,60.686
1716,1,Cedro rojo,Cedrela odorata L.,8.77,24.75,20.63,6.63,34.524,95.284,47.642
1717,1,Cedro rojo,Cedrela odorata L.,9.6,39.27,32.73,6.26,30.778,453.972,226.986
1718,1,Cedro rojo,Cedrela odorata L.,10.99,31.54,26.29,4.68,17.202,216.355,108.178
1719,1,Cedro rojo,Cedrela odorata L.,13.73,36.21,30.17,5.48,23.586,344.658,172.329
1720,1,Cedro rojo,Cedrela odorata L.,14.03,45.78,38.15,7.68,46.325,762.304,381.152
1721,1,Cedro rojo,Cedrela odorata L.,8.05,29.98,24.99,5.34,22.396,182.251,91.126
1722,1,Cedro rojo,Cedrela odorata L.,11.58,33.85,28.21,5.01,19.714,274.608,137.304
1723,1,Cedro rojo,Cedrela odorata L.,10.92,42.13,35.11,6.21,30.288,575.63,287.815
1724,1,Cedro rojo,Cedrela odorata L.,9.55,29.49,24.58,7.95,49.639,172.334,86.167
1725,1,Cedro rojo,Cedrela odorata L.,8.84,25.85,21.54,5.35,22.48,110.263,55.132
1726,1,Cedro rojo,Cedrela odorata L.,10.36,30.95,25.8,6.85,36.853,203.016,101.508
1727,1,Cedro rojo,Cedrela odorata L.,14.6,27.87,23.22,7.17,40.377,142.153,71.076
1728,1,Cedro rojo,Cedrela odorata L.,32,46.31,38.59,5.33,22.312,792.453,396.227
1729,1,Cedro rojo,Cedrela odorata L.,24,43.39,36.16,7.05,39.036,635.962,317.981
1730,1,Cedro rojo,Cedrela odorata L.,32,43.39,36.16,7.05,39.036,635.962,317.981
1731,1,Chicozapote,Manilkara zapota (L.) P.Royen,4,12,10,5,19.635,17.88,8.94
1732,1,Chicozapote,Manilkara zapota (L.) P.Royen,5,15,12,6,28.274,32.184,16.092
1733,1,Chinene,Persea schiedeana Nees,8,20,18,6,28.274,62.008,31.004
1734,1,Chinene,Persea schiedeana Nees,7,16,15,4,12.566,37.679,18.839
1735,1,Chinene,Persea schiedeana Nees,1.5,8,6,1.8,2.545,1.292,0.646
1736,1,Chinene,Persea schiedeana Nees,2.8,15,12,2.5,4.909,9.646,4.823
1737,1,Chinene,Persea schiedeana Nees,3.9,18,16,3.2,8.042,23.885,11.942
1738,1,Chinene,Persea schiedeana Nees,7,30,28,6,28.274,131.289,65.645
1739,1,Chinene,Persea schiedeana Nees,2.8,6,5,2.5,4.909,1.675,0.837
