no,CANT,NOM_CO,NOM_CI,H,DB,DN,DC,COB,BIO,C
519,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,7.98,3.24,1.82,2.602,3.18,1.59
520,1,Café caturra,Coffea arabica L. cv. Caturra,2.11,8.16,3.44,2.06,3.333,3.598,1.799
521,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,6.15,4.15,2.09,3.431,5.299,2.65
522,1,Café caturra,Coffea arabica L. cv. Caturra,2.25,10.56,3.97,1.84,2.659,4.836,2.418
523,1,Café caturra,Coffea arabica L. cv. Caturra,1.79,9.86,6.73,1.91,2.865,14.37,7.185
524,1,Café caturra,Coffea arabica L. cv. Caturra,1.77,6.55,5.88,1.77,2.461,10.876,5.438
525,1,Café caturra,Coffea arabica L. cv. Caturra,1.4,5.58,3.58,1.93,2.926,3.907,1.953
526,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,9.76,9.3,2.01,3.173,28.011,14.005
527,1,Café caturra,Coffea arabica L. cv. Caturra,1.38,9.58,3.15,1.86,2.717,3,1.5
528,1,Café caturra,Coffea arabica L. cv. Caturra,2,6.91,4.91,2.01,3.173,7.497,3.749
529,1,Café caturra,Coffea arabica L. cv. Caturra,1.93,11.66,9.74,1.9,2.835,30.814,15.407
530,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,6.06,4.06,1.91,2.865,5.065,2.532
531,1,Café caturra,Coffea arabica L. cv. Caturra,1.23,8.03,6.03,2,3.142,11.456,5.728
532,1,Café caturra,Coffea arabica L. cv. Caturra,2.19,11.61,3.37,1.82,2.602,3.448,1.724
533,1,Café caturra,Coffea arabica L. cv. Caturra,1.52,7.94,5.93,2.01,3.173,11.068,5.534
534,1,Café caturra,Coffea arabica L. cv. Caturra,2.02,9.47,4.82,2,3.142,7.217,3.608
535,1,Café caturra,Coffea arabica L. cv. Caturra,1.36,7.78,5.78,2.02,3.205,10.498,5.249
536,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,6.92,4.92,1.67,2.19,7.529,3.764
537,1,Café caturra,Coffea arabica L. cv. Caturra,1.35,11.89,4.8,1.83,2.63,7.155,3.577
538,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,7.87,5.87,1.91,2.865,10.838,5.419
539,1,Café caturra,Coffea arabica L. cv. Caturra,1.82,11.26,4.39,2.05,3.301,5.951,2.975
540,1,Café caturra,Coffea arabica L. cv. Caturra,1.81,6.61,4.61,1.85,2.688,6.583,3.291
541,1,Café caturra,Coffea arabica L. cv. Caturra,1.46,6.49,4.49,1.9,2.835,6.234,3.117
542,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,5.22,3.22,2.02,3.205,3.139,1.57
543,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,9.56,7.26,1.82,2.602,16.804,8.402
544,1,Café caturra,Coffea arabica L. cv. Caturra,1.32,7.58,5.45,1.74,2.378,9.299,4.649
545,1,Café caturra,Coffea arabica L. cv. Caturra,1.12,11.05,3.8,2.08,3.398,4.418,2.209
546,1,Café caturra,Coffea arabica L. cv. Caturra,1.34,8.31,4.06,1.86,2.717,5.065,2.532
547,1,Café caturra,Coffea arabica L. cv. Caturra,1.25,11.78,4.58,2,3.142,6.495,3.247
548,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,6.3,4.76,2.09,3.431,7.032,3.516
549,1,Café caturra,Coffea arabica L. cv. Caturra,2.35,11.08,8.95,2.03,3.237,25.879,12.94
550,1,Café caturra,Coffea arabica L. cv. Caturra,1.78,10.44,6.93,1.76,2.433,15.266,7.633
551,1,Café caturra,Coffea arabica L. cv. Caturra,1.83,10.4,6.66,1.78,2.488,14.064,7.032
552,1,Café caturra,Coffea arabica L. cv. Caturra,2.07,10.91,3.8,1.89,2.806,4.418,2.209
553,1,Café caturra,Coffea arabica L. cv. Caturra,2.24,10.33,9.02,1.89,2.806,26.298,13.149
554,1,Café caturra,Coffea arabica L. cv. Caturra,1.63,9.38,8.06,1.7,2.27,20.849,10.424
555,1,Café caturra,Coffea arabica L. cv. Caturra,2.25,5.92,3.47,1.81,2.573,3.663,1.831
556,1,Café caturra,Coffea arabica L. cv. Caturra,1.88,5.23,3.23,1.84,2.659,3.159,1.58
557,1,Café caturra,Coffea arabica L. cv. Caturra,1.5,11.45,6.8,1.67,2.19,14.681,7.34
558,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,9.32,3.57,1.75,2.405,3.884,1.942
559,1,Café caturra,Coffea arabica L. cv. Caturra,1.37,10.58,6.21,1.79,2.517,12.173,6.087
560,1,Café caturra,Coffea arabica L. cv. Caturra,1.18,8.37,6.39,1.92,2.895,12.913,6.456
561,1,Café caturra,Coffea arabica L. cv. Caturra,1.45,5.82,4.16,1.88,2.776,5.325,2.663
562,1,Café caturra,Coffea arabica L. cv. Caturra,1.22,5.88,3.88,2.09,3.431,4.612,2.306
563,1,Café caturra,Coffea arabica L. cv. Caturra,2.15,9.8,8.95,2.08,3.398,25.879,12.94
564,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,8.01,7.68,1.69,2.243,18.871,9.436
565,1,Café caturra,Coffea arabica L. cv. Caturra,1.98,6.4,4.4,1.8,2.545,5.979,2.989
566,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,8.44,5.88,1.76,2.433,10.876,5.438
567,1,Café caturra,Coffea arabica L. cv. Caturra,2.39,5.45,3.45,1.97,3.048,3.62,1.81
568,1,Café caturra,Coffea arabica L. cv. Caturra,1.72,9.07,6.82,2,3.142,14.77,7.385
569,1,Café caturra,Coffea arabica L. cv. Caturra,1.99,6.88,3.44,1.74,2.378,3.598,1.799
570,1,Café caturra,Coffea arabica L. cv. Caturra,2.39,10.58,6.59,1.93,2.926,13.76,6.88
571,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,7.17,5.17,1.82,2.602,8.34,4.17
572,1,Café caturra,Coffea arabica L. cv. Caturra,1.26,8.19,6.21,2.03,3.237,12.173,6.087
573,1,Café caturra,Coffea arabica L. cv. Caturra,1.6,5.08,3.36,1.84,2.659,3.427,1.714
574,1,Café caturra,Coffea arabica L. cv. Caturra,1.43,5.51,3.51,1.76,2.433,3.751,1.875
575,1,Café caturra,Coffea arabica L. cv. Caturra,2.03,7.75,4.41,1.87,2.746,6.007,3.004
576,1,Café caturra,Coffea arabica L. cv. Caturra,1.68,8.36,4.81,1.8,2.545,7.186,3.593
577,1,Café caturra,Coffea arabica L. cv. Caturra,1.82,9.2,4.15,1.88,2.776,5.299,2.65
578,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,7.04,5.31,2.03,3.237,8.812,4.406
579,1,Café caturra,Coffea arabica L. cv. Caturra,1.32,9.86,8.3,1.88,2.776,22.15,11.075
580,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,11.02,6.64,1.8,2.545,13.977,6.988
581,1,Café caturra,Coffea arabica L. cv. Caturra,2.28,10.46,4.43,1.79,2.517,6.063,3.032
582,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,5.28,3.28,1.96,3.017,3.261,1.631
583,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,8.36,6.36,1.76,2.433,12.788,6.394
584,1,Café caturra,Coffea arabica L. cv. Caturra,2.07,5.73,3.73,1.68,2.217,4.252,2.126
585,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,6.69,4.67,1.89,2.806,6.761,3.38
586,1,Café caturra,Coffea arabica L. cv. Caturra,2.13,11.91,6.16,2.08,3.398,11.972,5.986
587,1,Café caturra,Coffea arabica L. cv. Caturra,1.59,6,4,1.9,2.835,4.911,2.456
588,1,Café caturra,Coffea arabica L. cv. Caturra,1.6,8.49,6.49,1.71,2.297,13.333,6.666
589,1,Café caturra,Coffea arabica L. cv. Caturra,1.7,9.33,3.19,1.67,2.19,3.079,1.54
590,1,Café caturra,Coffea arabica L. cv. Caturra,1.76,9.92,3.46,1.67,2.19,3.641,1.821
591,1,Café caturra,Coffea arabica L. cv. Caturra,1.65,8.92,6.25,1.67,2.19,12.336,6.168
592,1,Café caturra,Coffea arabica L. cv. Caturra,1.82,5.07,3.07,1.76,2.433,2.845,1.422
593,1,Café caturra,Coffea arabica L. cv. Caturra,1.33,7.29,6.77,1.87,2.746,14.547,7.274
594,1,Café caturra,Coffea arabica L. cv. Caturra,1.43,8.62,6.48,1.9,2.835,13.291,6.645
595,1,Café caturra,Coffea arabica L. cv. Caturra,1.34,5.62,3.74,1.73,2.351,4.275,2.138
596,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,7.45,5.45,1.92,2.895,9.299,4.649
597,1,Café caturra,Coffea arabica L. cv. Caturra,1.6,5.23,3.23,1.88,2.776,3.159,1.58
598,1,Café caturra,Coffea arabica L. cv. Caturra,2.25,5.55,3.55,1.72,2.324,3.839,1.92
599,1,Café caturra,Coffea arabica L. cv. Caturra,1.13,7.78,5.78,1.82,2.602,10.498,5.249
600,1,Café caturra,Coffea arabica L. cv. Caturra,1.31,5.93,3.93,2.08,3.398,4.736,2.368
601,1,Café caturra,Coffea arabica L. cv. Caturra,1.28,8.97,4.43,1.88,2.776,6.063,3.032
602,1,Café caturra,Coffea arabica L. cv. Caturra,1.47,9.83,6.66,1.94,2.956,14.064,7.032
603,1,Café caturra,Coffea arabica L. cv. Caturra,1.39,10.6,5.01,1.94,2.956,7.816,3.908
604,1,Café caturra,Coffea arabica L. cv. Caturra,1.58,6.4,4.4,1.9,2.835,5.979,2.989
605,1,Café caturra,Coffea arabica L. cv. Caturra,1.45,6.17,4.17,1.86,2.717,5.352,2.676
606,1,Café caturra,Coffea arabica L. cv. Caturra,1.38,5.73,3.73,1.94,2.956,4.252,2.126
607,1,Café caturra,Coffea arabica L. cv. Caturra,1.35,9.46,8.59,2,3.142,23.777,11.888
608,1,Café caturra,Coffea arabica L. cv. Caturra,1.71,9.95,5.77,2.08,3.398,10.46,5.23
609,1,Café caturra,Coffea arabica L. cv. Caturra,1.73,5.22,3.22,1.96,3.017,3.139,1.57
610,1,Café caturra,Coffea arabica L. cv. Caturra,2.09,11.55,6.73,1.89,2.806,14.37,7.185
611,1,Café caturra,Coffea arabica L. cv. Caturra,2.19,5.36,4.11,1.87,2.746,5.194,2.597
612,1,Café caturra,Coffea arabica L. cv. Caturra,1.95,8.79,7.87,1.84,2.659,19.847,9.924
613,1,Café caturra,Coffea arabica L. cv. Caturra,1.52,9.96,8.55,2.06,3.333,23.549,11.775
614,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,11.1,5.22,2.1,3.464,8.507,4.253
615,1,Café caturra,Coffea arabica L. cv. Caturra,1.46,10,9,1.73,2.351,26.178,13.089
616,1,Café caturra,Coffea arabica L. cv. Caturra,2.14,10.61,9.34,2.08,3.398,28.26,14.13
617,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,7.38,4.94,1.67,2.19,7.592,3.796
618,1,Café caturra,Coffea arabica L. cv. Caturra,2.38,10.7,9.88,2.09,3.431,31.735,15.868
619,1,Café caturra,Coffea arabica L. cv. Caturra,1.45,5.56,3.98,1.83,2.63,4.861,2.43
620,1,Café caturra,Coffea arabica L. cv. Caturra,2.24,11.26,4.41,1.85,2.688,6.007,3.004
621,1,Café caturra,Coffea arabica L. cv. Caturra,2.4,8.83,4.29,2.07,3.365,5.675,2.837
622,1,Café caturra,Coffea arabica L. cv. Caturra,2.3,10.72,9.26,1.95,2.986,27.763,13.881
623,1,Café caturra,Coffea arabica L. cv. Caturra,1.86,8.17,7.58,1.71,2.297,18.368,9.184
624,1,Café caturra,Coffea arabica L. cv. Caturra,1.49,9.51,4.06,1.69,2.243,5.065,2.532
625,1,Café caturra,Coffea arabica L. cv. Caturra,1.24,8.68,6.08,1.72,2.324,11.653,5.827
626,1,Café caturra,Coffea arabica L. cv. Caturra,1.23,10.12,7.31,1.9,2.835,17.043,8.522
627,1,Café caturra,Coffea arabica L. cv. Caturra,1.46,5.57,3.58,1.88,2.776,3.907,1.953
628,1,Café caturra,Coffea arabica L. cv. Caturra,1.85,5.42,3.42,1.84,2.659,3.555,1.777
629,1,Café caturra,Coffea arabica L. cv. Caturra,1.65,6.73,4.73,2.01,3.173,6.941,3.471
630,1,Café caturra,Coffea arabica L. cv. Caturra,1.95,6.12,4.12,1.82,2.602,5.22,2.61
631,1,Café caturra,Coffea arabica L. cv. Caturra,2.15,11.1,9.77,1.96,3.017,31.01,15.505
632,1,Café caturra,Coffea arabica L. cv. Caturra,1.56,6.53,5.92,1.84,2.659,11.029,5.515
633,1,Café caturra,Coffea arabica L. cv. Caturra,1.71,11.83,9.89,1.71,2.297,31.802,15.901
634,1,Café caturra,Coffea arabica L. cv. Caturra,1.52,7.36,5.36,1.74,2.378,8.984,4.492
635,1,Café caturra,Coffea arabica L. cv. Caturra,2.14,6.27,4.27,1.81,2.573,5.62,2.81
636,1,Café caturra,Coffea arabica L. cv. Caturra,1.61,10.53,4.16,1.69,2.243,5.325,2.663
637,1,Café caturra,Coffea arabica L. cv. Caturra,2.32,9.61,9.17,1.82,2.602,27.209,13.604
638,1,Café caturra,Coffea arabica L. cv. Caturra,2.4,8.49,5.99,1.82,2.602,11.3,5.65
639,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,8.89,4.14,1.99,3.11,5.273,2.636
640,1,Café caturra,Coffea arabica L. cv. Caturra,2.25,10.03,3.09,1.96,3.017,2.883,1.442
641,1,Café caturra,Coffea arabica L. cv. Caturra,1.27,6.6,4.6,1.99,3.11,6.553,3.277
642,1,Café caturra,Coffea arabica L. cv. Caturra,1.81,11.97,6.69,1.9,2.835,14.195,7.097
643,1,Café caturra,Coffea arabica L. cv. Caturra,2.09,11.82,8.04,1.77,2.461,20.742,10.371
644,1,Café caturra,Coffea arabica L. cv. Caturra,1.82,9.55,9.23,2.07,3.365,27.577,13.789
645,1,Café caturra,Coffea arabica L. cv. Caturra,2.23,6.4,3.56,1.93,2.926,3.862,1.931
646,1,Café caturra,Coffea arabica L. cv. Caturra,1.73,9.76,8.12,1.96,3.017,21.17,10.585
647,1,Café caturra,Coffea arabica L. cv. Caturra,2.09,5.51,4.31,2,3.142,5.729,2.865
648,1,Café caturra,Coffea arabica L. cv. Caturra,1.8,5.21,3.21,1.97,3.048,3.119,1.56
649,1,Café caturra,Coffea arabica L. cv. Caturra,1.63,6.8,4.8,1.81,2.573,7.155,3.577
650,1,Café caturra,Coffea arabica L. cv. Caturra,2.34,8.24,6.79,1.76,2.433,14.636,7.318
651,1,Café caturra,Coffea arabica L. cv. Caturra,1.81,11.08,7.97,1.82,2.602,20.371,10.186
652,1,Café caturra,Coffea arabica L. cv. Caturra,1.47,10.09,5.2,1.96,3.017,8.44,4.22
653,1,Café caturra,Coffea arabica L. cv. Caturra,1.99,10.2,6.3,2.08,3.398,12.54,6.27
654,1,Café caturra,Coffea arabica L. cv. Caturra,2.02,7.98,5.98,1.77,2.461,11.261,5.631
655,1,Café caturra,Coffea arabica L. cv. Caturra,2.19,7.42,6.21,2.04,3.269,12.173,6.087
656,1,Café caturra,Coffea arabica L. cv. Caturra,2.39,7.6,5.5,1.78,2.488,9.475,4.738
657,1,Café caturra,Coffea arabica L. cv. Caturra,2.34,11.91,6.46,1.87,2.746,13.206,6.603
658,1,Café caturra,Coffea arabica L. cv. Caturra,1.98,5.28,3.28,1.89,2.806,3.261,1.631
659,1,Café caturra,Coffea arabica L. cv. Caturra,1.97,11.07,5.35,2.07,3.365,8.95,4.475
660,1,Café caturra,Coffea arabica L. cv. Caturra,2.36,9.05,4.22,2,3.142,5.485,2.743
661,1,Café caturra,Coffea arabica L. cv. Caturra,2.11,8.07,6.07,2.03,3.237,11.614,5.807
662,1,Café caturra,Coffea arabica L. cv. Caturra,1.54,10.08,8.78,1.89,2.806,24.875,12.437
663,1,Café caturra,Coffea arabica L. cv. Caturra,1.79,8.41,3.7,2.06,3.333,4.182,2.091
664,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,11.11,4.68,1.82,2.602,6.791,3.395
665,1,Café caturra,Coffea arabica L. cv. Caturra,2.27,11.3,3.99,1.98,3.079,4.886,2.443
666,1,Café caturra,Coffea arabica L. cv. Caturra,2.26,7.95,5.44,1.83,2.63,9.263,4.632
667,1,Café caturra,Coffea arabica L. cv. Caturra,1.64,6.94,6.15,2,3.142,11.932,5.966
668,1,Café caturra,Coffea arabica L. cv. Caturra,2.35,9.15,8.24,1.9,2.835,21.821,10.911
669,1,Café caturra,Coffea arabica L. cv. Caturra,1.89,11.39,7.56,1.71,2.297,18.268,9.134
670,1,Café caturra,Coffea arabica L. cv. Caturra,1.21,6.47,4.47,1.86,2.717,6.177,3.088
671,1,Café caturra,Coffea arabica L. cv. Caturra,2.31,9.36,5.47,1.81,2.573,9.369,4.685
672,1,Café caturra,Coffea arabica L. cv. Caturra,1.72,9.42,8.89,2.03,3.237,25.522,12.761
673,1,Café caturra,Coffea arabica L. cv. Caturra,1.13,10.13,6.3,1.7,2.27,12.54,6.27
674,1,Café caturra,Coffea arabica L. cv. Caturra,2.28,5.92,3.92,1.7,2.27,4.711,2.355
675,1,Café caturra,Coffea arabica L. cv. Caturra,2.07,10.01,7.44,1.8,2.545,17.675,8.837
676,1,Café caturra,Coffea arabica L. cv. Caturra,1.89,11.36,3.88,1.77,2.461,4.612,2.306
677,1,Café caturra,Coffea arabica L. cv. Caturra,1.67,6.26,4.26,2,3.142,5.593,2.797
678,1,Café caturra,Coffea arabica L. cv. Caturra,1.49,6.66,5.28,1.88,2.776,8.71,4.355
679,1,Café caturra,Coffea arabica L. cv. Caturra,2.22,11.8,7.8,1.97,3.048,19.485,9.742
680,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,6.27,3.49,1.9,2.835,3.707,1.853
681,1,Café caturra,Coffea arabica L. cv. Caturra,2.08,10.98,4.22,1.76,2.433,5.485,2.743
682,1,Café caturra,Coffea arabica L. cv. Caturra,1.53,8.45,6.45,1.71,2.297,13.164,6.582
683,1,Café caturra,Coffea arabica L. cv. Caturra,1.29,6.73,4.59,1.77,2.461,6.524,3.262
684,1,Café caturra,Coffea arabica L. cv. Caturra,1.18,11.1,8.86,2.01,3.173,25.345,12.672
685,1,Café caturra,Coffea arabica L. cv. Caturra,1.65,8.12,4.95,1.82,2.602,7.624,3.812
686,1,Café caturra,Coffea arabica L. cv. Caturra,1.86,8.6,7.5,2.08,3.398,17.97,8.985
687,1,Café caturra,Coffea arabica L. cv. Caturra,1.56,7.51,5.51,1.84,2.659,9.511,4.756
688,1,Café caturra,Coffea arabica L. cv. Caturra,1.51,9.15,6.59,1.78,2.488,13.76,6.88
689,1,Café caturra,Coffea arabica L. cv. Caturra,1.76,6.14,5.14,2.05,3.301,8.24,4.12
690,1,Café caturra,Coffea arabica L. cv. Caturra,1.76,7.74,4.49,1.78,2.488,6.234,3.117
691,1,Café caturra,Coffea arabica L. cv. Caturra,1.87,11.79,3.23,1.81,2.573,3.159,1.58
692,1,Café caturra,Coffea arabica L. cv. Caturra,1.69,6.81,5.13,2,3.142,8.207,4.104
693,1,Café caturra,Coffea arabica L. cv. Caturra,1.11,9.6,7.57,1.78,2.488,18.318,9.159
694,1,Café caturra,Coffea arabica L. cv. Caturra,1.83,7.28,5.28,2.1,3.464,8.71,4.355
695,1,Café caturra,Coffea arabica L. cv. Caturra,1.75,10.41,9.1,1.86,2.717,26.782,13.391
696,1,Café caturra,Coffea arabica L. cv. Caturra,1.27,5.92,3.92,1.74,2.378,4.711,2.355
697,1,Café caturra,Coffea arabica L. cv. Caturra,1.81,11.79,8.52,1.93,2.926,23.379,11.689
698,1,Café caturra,Coffea arabica L. cv. Caturra,2.29,8.18,7.65,1.83,2.63,18.72,9.36
699,1,Café caturra,Coffea arabica L. cv. Caturra,1.73,6.65,4.82,1.9,2.835,7.217,3.608
700,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,5.51,3.51,1.9,2.835,3.751,1.875
701,1,Café caturra,Coffea arabica L. cv. Caturra,1.34,6.19,4.19,2.07,3.365,5.405,2.703
702,1,Café caturra,Coffea arabica L. cv. Caturra,2.25,8.64,6.92,2.05,3.301,15.22,7.61
703,1,Café caturra,Coffea arabica L. cv. Caturra,1.58,7.36,3.78,2.04,3.269,4.37,2.185
704,1,Café caturra,Coffea arabica L. cv. Caturra,1.64,10.8,6.13,1.82,2.602,11.852,5.926
705,1,Café caturra,Coffea arabica L. cv. Caturra,2.34,8.02,6.22,1.89,2.806,12.214,6.107
706,1,Café caturra,Coffea arabica L. cv. Caturra,2.26,6.74,4.74,1.91,2.865,6.972,3.486
707,1,Café caturra,Coffea arabica L. cv. Caturra,1.81,9.32,6.83,2,3.142,14.815,7.407
708,1,Café caturra,Coffea arabica L. cv. Caturra,2.18,9.95,5.66,1.73,2.351,10.053,5.027
709,1,Café caturra,Coffea arabica L. cv. Caturra,1.18,6.17,4.17,2.06,3.333,5.352,2.676
710,1,Café caturra,Coffea arabica L. cv. Caturra,2.27,6.17,3.78,1.95,2.986,4.37,2.185
711,1,Café caturra,Coffea arabica L. cv. Caturra,1.93,5.26,3.26,1.84,2.659,3.22,1.61
712,1,Café caturra,Coffea arabica L. cv. Caturra,1.62,10.15,3.29,1.74,2.378,3.282,1.641
713,1,Café caturra,Coffea arabica L. cv. Caturra,1.26,9.65,8.18,1.94,2.956,21.494,10.747
714,1,Café caturra,Coffea arabica L. cv. Caturra,2.13,8.32,6.32,1.76,2.433,12.622,6.311
715,1,Café caturra,Coffea arabica L. cv. Caturra,2.17,10.91,4.96,1.79,2.517,7.656,3.828
716,1,Café caturra,Coffea arabica L. cv. Caturra,1.45,10.64,9.01,2.09,3.431,26.238,13.119
717,1,Café caturra,Coffea arabica L. cv. Caturra,1.37,9.1,5.05,1.68,2.217,7.945,3.973
718,1,Café caturra,Coffea arabica L. cv. Caturra,1.5,11.08,9.38,1.81,2.573,28.51,14.255
719,1,Café caturra,Coffea arabica L. cv. Caturra,2.27,6.44,4.44,1.87,2.746,6.092,3.046
720,1,Café caturra,Coffea arabica L. cv. Caturra,1.27,5.78,3.78,1.9,2.835,4.37,2.185
721,1,Café caturra,Coffea arabica L. cv. Caturra,1.46,6.89,3.13,1.96,3.017,2.961,1.48
722,1,Café caturra,Coffea arabica L. cv. Caturra,2.18,5.4,3.4,1.7,2.27,3.512,1.756
723,1,Café caturra,Coffea arabica L. cv. Caturra,2.35,8.72,8.09,1.91,2.865,21.009,10.505
724,1,Café caturra,Coffea arabica L. cv. Caturra,1.14,11.56,5.13,2.02,3.205,8.207,4.104
725,1,Café caturra,Coffea arabica L. cv. Caturra,2.01,5.28,3.28,1.86,2.717,3.261,1.631
726,1,Café caturra,Coffea arabica L. cv. Caturra,2.4,5.85,4.97,1.89,2.806,7.688,3.844
727,1,Café caturra,Coffea arabica L. cv. Caturra,1.62,8.17,6.17,1.68,2.217,12.012,6.006
728,1,Café caturra,Coffea arabica L. cv. Caturra,1.11,11.54,3.79,2.09,3.431,4.394,2.197
729,1,Café caturra,Coffea arabica L. cv. Caturra,1.42,7.21,5.21,1.88,2.776,8.473,4.237
730,1,Café caturra,Coffea arabica L. cv. Caturra,1.78,8.55,6.78,1.74,2.378,14.592,7.296
731,1,Café caturra,Coffea arabica L. cv. Caturra,2.39,5.29,3.68,1.98,3.079,4.135,2.068
732,1,Café caturra,Coffea arabica L. cv. Caturra,2.05,6.04,4.69,1.7,2.27,6.821,3.41
733,1,Café caturra,Coffea arabica L. cv. Caturra,2.06,11.91,3.09,1.88,2.776,2.883,1.442
734,1,Café caturra,Coffea arabica L. cv. Caturra,1.15,11.76,6.28,1.99,3.11,12.458,6.229
735,1,Café caturra,Coffea arabica L. cv. Caturra,1.99,5.03,3.03,1.85,2.688,2.769,1.384
736,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,11.66,7.19,2.08,3.398,16.471,8.236
737,1,Café caturra,Coffea arabica L. cv. Caturra,2.21,9.47,5.08,2.1,3.464,8.043,4.021
738,1,Café caturra,Coffea arabica L. cv. Caturra,1.76,11.08,5.1,1.9,2.835,8.108,4.054
739,1,Café caturra,Coffea arabica L. cv. Caturra,2.21,8.18,6.18,1.84,2.659,12.052,6.026
740,1,Café caturra,Coffea arabica L. cv. Caturra,1.81,8.61,3.34,1.81,2.573,3.385,1.693
741,1,Café caturra,Coffea arabica L. cv. Caturra,1.17,8.42,6.42,1.73,2.351,13.038,6.519
742,1,Café caturra,Coffea arabica L. cv. Caturra,1.94,9.67,8.97,1.97,3.048,25.998,12.999
743,1,Café caturra,Coffea arabica L. cv. Caturra,1.83,5.98,3.98,2.01,3.173,4.861,2.43
744,1,Café caturra,Coffea arabica L. cv. Caturra,1.43,5.21,3.21,2.04,3.269,3.119,1.56
745,1,Café caturra,Coffea arabica L. cv. Caturra,2.29,7.16,5.16,1.98,3.079,8.306,4.153
746,1,Café caturra,Coffea arabica L. cv. Caturra,2.34,9.93,4.3,1.94,2.956,5.702,2.851
747,1,Café caturra,Coffea arabica L. cv. Caturra,2.33,6.41,3.55,1.71,2.297,3.839,1.92
748,1,Café caturra,Coffea arabica L. cv. Caturra,1.75,9.71,4.68,1.69,2.243,6.791,3.395
749,1,Café caturra,Coffea arabica L. cv. Caturra,1.93,11.79,8.56,2.08,3.398,23.606,11.803
750,1,Café caturra,Coffea arabica L. cv. Caturra,1.31,5.66,3.24,1.83,2.63,3.18,1.59
751,1,Café caturra,Coffea arabica L. cv. Caturra,2.1,9.71,7.08,2.04,3.269,15.955,7.978
752,1,Café caturra,Coffea arabica L. cv. Caturra,1.63,8.11,6.11,1.95,2.986,11.772,5.886
753,1,Café caturra,Coffea arabica L. cv. Caturra,1.4,11.08,8.99,2.03,3.237,26.118,13.059
754,1,Café caturra,Coffea arabica L. cv. Caturra,1.24,6.24,4.24,2.09,3.431,5.539,2.769
755,1,Café caturra,Coffea arabica L. cv. Caturra,1.94,9.85,3.45,2.01,3.173,3.62,1.81
756,1,Café caturra,Coffea arabica L. cv. Caturra,1.69,10.87,8.82,1.7,2.27,25.109,12.555
757,1,Café caturra,Coffea arabica L. cv. Caturra,1.15,11.61,7.19,1.92,2.895,16.471,8.236
758,1,Café caturra,Coffea arabica L. cv. Caturra,2.19,9.78,3.8,1.85,2.688,4.418,2.209
759,1,Café caturra,Coffea arabica L. cv. Caturra,1.96,8.48,3.66,1.81,2.573,4.089,2.044
760,1,Café caturra,Coffea arabica L. cv. Caturra,1.85,9.32,7.32,1.99,3.11,17.091,8.546
761,1,Café caturra,Coffea arabica L. cv. Caturra,1.6,11.08,7.68,1.9,2.835,18.871,9.436
762,1,Café caturra,Coffea arabica L. cv. Caturra,2.03,8.99,6.99,2,3.142,15.54,7.77
763,1,Café caturra,Coffea arabica L. cv. Caturra,1.59,5.21,3.21,2.07,3.365,3.119,1.56
764,1,Café caturra,Coffea arabica L. cv. Caturra,1.78,11.52,7,1.86,2.717,15.585,7.793
765,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,9.83,6.62,1.75,2.405,13.89,6.945
766,1,Café caturra,Coffea arabica L. cv. Caturra,1.47,9.74,6.01,1.72,2.324,11.378,5.689
767,1,Café caturra,Coffea arabica L. cv. Caturra,1.76,6.51,5.22,1.98,3.079,8.507,4.253
768,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,9.61,6.04,1.83,2.63,11.496,5.748
769,1,Café caturra,Coffea arabica L. cv. Caturra,1.55,7.76,5.76,1.77,2.461,10.423,5.211
770,1,Café caturra,Coffea arabica L. cv. Caturra,2.05,9.56,7.21,1.93,2.926,16.566,8.283
771,1,Café caturra,Coffea arabica L. cv. Caturra,1.84,5.75,3.75,1.92,2.895,4.299,2.15
772,1,Café caturra,Coffea arabica L. cv. Caturra,1.85,9.6,6.1,1.84,2.659,11.732,5.866
